
Begin Step 0, Time: 0.02, Redshift: 49, Nf = 0134217728, Systemstep: 0, Dloga: 0
Begin Step 19, Time: 0.0267378, Redshift: 36.4003, Nf = 0022789813, Systemstep: 0.000405483, Dloga: 0.0152813

Begin Step 20, Time: 0.0271495, Redshift: 35.8331, Nf = 0134217728, Systemstep: 0.000411727, Dloga: 0.0152813

Begin Step 21, Time: 0.0275676, Redshift: 35.2745, Nf = 0029096375, Systemstep: 0.000418067, Dloga: 0.0152813

Begin Step 22, Time: 0.0279921, Redshift: 34.7244, Nf = 0129231004, Systemstep: 0.000424505, Dloga: 0.0152813

Begin Step 23, Time: 0.0284231, Redshift: 34.1826, Nf = 0029162408, Systemstep: 0.000431042, Dloga: 0.0152813

Begin Step 24, Time: 0.0288608, Redshift: 33.6491, Nf = 0134217728, Systemstep: 0.000437679, Dloga: 0.0152813

Begin Step 25, Time: 0.0293052, Redshift: 33.1236, Nf = 0036108903, Systemstep: 0.000444419, Dloga: 0.0152813

Begin Step 26, Time: 0.0297565, Redshift: 32.6061, Nf = 0130017808, Systemstep: 0.000451262, Dloga: 0.0152813

Begin Step 27, Time: 0.0302147, Redshift: 32.0965, Nf = 0036179902, Systemstep: 0.000458211, Dloga: 0.0152813

Begin Step 28, Time: 0.03068, Redshift: 31.5946, Nf = 0134217728, Systemstep: 0.000465267, Dloga: 0.0152813

Begin Step 29, Time: 0.0311524, Redshift: 31.1003, Nf = 0043531376, Systemstep: 0.000472431, Dloga: 0.0152813

Begin Step 30, Time: 0.0316321, Redshift: 30.6135, Nf = 0130684883, Systemstep: 0.000479706, Dloga: 0.0152813

Begin Step 31, Time: 0.0321192, Redshift: 30.134, Nf = 0043604150, Systemstep: 0.000487093, Dloga: 0.0152813

Begin Step 32, Time: 0.0326138, Redshift: 29.6619, Nf = 0134217728, Systemstep: 0.000494594, Dloga: 0.0152813

Begin Step 33, Time: 0.033116, Redshift: 29.1969, Nf = 0051139896, Systemstep: 0.00050221, Dloga: 0.0152813

Begin Step 34, Time: 0.0336259, Redshift: 28.7389, Nf = 0131249111, Systemstep: 0.000509943, Dloga: 0.0152813

Begin Step 35, Time: 0.0341437, Redshift: 28.2879, Nf = 0051214397, Systemstep: 0.000517796, Dloga: 0.0152813

Begin Step 36, Time: 0.0346695, Redshift: 27.8438, Nf = 0134217728, Systemstep: 0.000525769, Dloga: 0.0152813

Begin Step 37, Time: 0.0352034, Redshift: 27.4064, Nf = 0058734105, Systemstep: 0.000533865, Dloga: 0.0152813

Begin Step 38, Time: 0.0357455, Redshift: 26.9756, Nf = 0131724713, Systemstep: 0.000542086, Dloga: 0.0152813

Begin Step 39, Time: 0.0362959, Redshift: 26.5513, Nf = 0058807494, Systemstep: 0.000550433, Dloga: 0.0152813

Begin Step 40, Time: 0.0368548, Redshift: 26.1335, Nf = 0134217728, Systemstep: 0.000558909, Dloga: 0.0152813

Begin Step 41, Time: 0.0374223, Redshift: 25.722, Nf = 0066156728, Systemstep: 0.000567516, Dloga: 0.0152813

Begin Step 42, Time: 0.0379986, Redshift: 25.3168, Nf = 0132126347, Systemstep: 0.000576255, Dloga: 0.0152813

Begin Step 43, Time: 0.0385837, Redshift: 24.9177, Nf = 0066230066, Systemstep: 0.000585128, Dloga: 0.0152813

Begin Step 44, Time: 0.0391778, Redshift: 24.5246, Nf = 0134217728, Systemstep: 0.000594139, Dloga: 0.0152813

Begin Step 45, Time: 0.0397811, Redshift: 24.1375, Nf = 0073288185, Systemstep: 0.000603288, Dloga: 0.0152813

Begin Step 46, Time: 0.0403937, Redshift: 23.7563, Nf = 0132464730, Systemstep: 0.000612577, Dloga: 0.0152813

Begin Step 47, Time: 0.0410157, Redshift: 23.3809, Nf = 0073358738, Systemstep: 0.00062201, Dloga: 0.0152813

Begin Step 48, Time: 0.0416473, Redshift: 23.0112, Nf = 0134217728, Systemstep: 0.000631589, Dloga: 0.0152813

Begin Step 49, Time: 0.0422886, Redshift: 22.647, Nf = 0080039432, Systemstep: 0.000641314, Dloga: 0.0152813

Begin Step 50, Time: 0.0429398, Redshift: 22.2884, Nf = 0132749786, Systemstep: 0.00065119, Dloga: 0.0152813

Begin Step 51, Time: 0.043601, Redshift: 21.9352, Nf = 0080107857, Systemstep: 0.000661217, Dloga: 0.0152813

Begin Step 52, Time: 0.0442724, Redshift: 21.5874, Nf = 0134217728, Systemstep: 0.000671399, Dloga: 0.0152813

Begin Step 53, Time: 0.044612, Redshift: 21.4155, Nf = 0000000111, Systemstep: 0.000339567, Dloga: 0.00764067

Begin Step 54, Time: 0.0449542, Redshift: 21.2449, Nf = 0086335894, Systemstep: 0.000342171, Dloga: 0.00764067

Begin Step 55, Time: 0.045299, Redshift: 21.0756, Nf = 0000000117, Systemstep: 0.000344795, Dloga: 0.00764067

Begin Step 56, Time: 0.0456464, Redshift: 20.9075, Nf = 0132988440, Systemstep: 0.00034744, Dloga: 0.00764067

Begin Step 57, Time: 0.0459965, Redshift: 20.7408, Nf = 0000000126, Systemstep: 0.000350105, Dloga: 0.00764067

Begin Step 58, Time: 0.0463493, Redshift: 20.5753, Nf = 0086402573, Systemstep: 0.00035279, Dloga: 0.00764067

Begin Step 59, Time: 0.0467048, Redshift: 20.4111, Nf = 0000000135, Systemstep: 0.000355496, Dloga: 0.00764067

Begin Step 60, Time: 0.047063, Redshift: 20.2481, Nf = 0134217728, Systemstep: 0.000358223, Dloga: 0.00764067

Begin Step 61, Time: 0.047424, Redshift: 20.0864, Nf = 0000000882, Systemstep: 0.00036097, Dloga: 0.00764067

Begin Step 62, Time: 0.0477877, Redshift: 19.9259, Nf = 0092142333, Systemstep: 0.000363739, Dloga: 0.00764067

Begin Step 63, Time: 0.0481542, Redshift: 19.7666, Nf = 0000000907, Systemstep: 0.000366529, Dloga: 0.00764067

Begin Step 64, Time: 0.0485236, Redshift: 19.6085, Nf = 0133189766, Systemstep: 0.00036934, Dloga: 0.00764067

Begin Step 65, Time: 0.0488958, Redshift: 19.4517, Nf = 0000000924, Systemstep: 0.000372173, Dloga: 0.00764067

Begin Step 66, Time: 0.0492708, Redshift: 19.296, Nf = 0092205158, Systemstep: 0.000375027, Dloga: 0.00764067

Begin Step 67, Time: 0.0496487, Redshift: 19.1415, Nf = 0000000951, Systemstep: 0.000377904, Dloga: 0.00764067

Begin Step 68, Time: 0.0500295, Redshift: 18.9882, Nf = 0134217728, Systemstep: 0.000380802, Dloga: 0.00764067

Begin Step 69, Time: 0.0504132, Redshift: 18.8361, Nf = 0000005620, Systemstep: 0.000383723, Dloga: 0.00764067

Begin Step 70, Time: 0.0507999, Redshift: 18.6851, Nf = 0097444710, Systemstep: 0.000386666, Dloga: 0.00764067

Begin Step 71, Time: 0.0511895, Redshift: 18.5353, Nf = 0000005727, Systemstep: 0.000389632, Dloga: 0.00764067

Begin Step 72, Time: 0.0515821, Redshift: 18.3866, Nf = 0133358032, Systemstep: 0.00039262, Dloga: 0.00764067

Begin Step 73, Time: 0.0519778, Redshift: 18.239, Nf = 0000005842, Systemstep: 0.000395632, Dloga: 0.00764067

Begin Step 74, Time: 0.0523764, Redshift: 18.0926, Nf = 0097504761, Systemstep: 0.000398666, Dloga: 0.00764067

Begin Step 75, Time: 0.0527782, Redshift: 17.9472, Nf = 0000005952, Systemstep: 0.000401724, Dloga: 0.00764067

Begin Step 76, Time: 0.053183, Redshift: 17.803, Nf = 0134217728, Systemstep: 0.000404805, Dloga: 0.00764067

Begin Step 77, Time: 0.0535909, Redshift: 17.6599, Nf = 0000025690, Systemstep: 0.00040791, Dloga: 0.00764067

Begin Step 78, Time: 0.0540019, Redshift: 17.5179, Nf = 0102253032, Systemstep: 0.000411038, Dloga: 0.00764067

Begin Step 79, Time: 0.0544161, Redshift: 17.3769, Nf = 0000026023, Systemstep: 0.000414191, Dloga: 0.00764067

Begin Step 80, Time: 0.0548335, Redshift: 17.237, Nf = 0133499929, Systemstep: 0.000417368, Dloga: 0.00764067

Begin Step 81, Time: 0.055254, Redshift: 17.0982, Nf = 0000026301, Systemstep: 0.000420569, Dloga: 0.00764067

Begin Step 82, Time: 0.0556778, Redshift: 16.9605, Nf = 0102308602, Systemstep: 0.000423795, Dloga: 0.00764067

Begin Step 83, Time: 0.0561049, Redshift: 16.8238, Nf = 0000026730, Systemstep: 0.000427045, Dloga: 0.00764067

Begin Step 84, Time: 0.0565352, Redshift: 16.6881, Nf = 0134217728, Systemstep: 0.000430321, Dloga: 0.00764067

Begin Step 85, Time: 0.0567516, Redshift: 16.6207, Nf = 0000000001, Systemstep: 0.000216396, Dloga: 0.00382033

Begin Step 86, Time: 0.0569688, Redshift: 16.5535, Nf = 0000086176, Systemstep: 0.000217225, Dloga: 0.00382033

Begin Step 87, Time: 0.0571869, Redshift: 16.4865, Nf = 0000000002, Systemstep: 0.000218056, Dloga: 0.00382033

Begin Step 88, Time: 0.0574058, Redshift: 16.4199, Nf = 0106573485, Systemstep: 0.000218891, Dloga: 0.00382033

Begin Step 89, Time: 0.0578461, Redshift: 16.2873, Nf = 0000087109, Systemstep: 0.000440298, Dloga: 0.00764067

Begin Step 90, Time: 0.0580675, Redshift: 16.2213, Nf = 0000000002, Systemstep: 0.000221414, Dloga: 0.00382033

Begin Step 91, Time: 0.0582897, Redshift: 16.1557, Nf = 0133618985, Systemstep: 0.000222261, Dloga: 0.00382033

Begin Step 92, Time: 0.0585129, Redshift: 16.0903, Nf = 0000000008, Systemstep: 0.000223112, Dloga: 0.00382033

Begin Step 93, Time: 0.0587368, Redshift: 16.0251, Nf = 0000088167, Systemstep: 0.000223966, Dloga: 0.00382033

Begin Step 94, Time: 0.0589616, Redshift: 15.9602, Nf = 0000000008, Systemstep: 0.000224823, Dloga: 0.00382033

Begin Step 95, Time: 0.0591873, Redshift: 15.8955, Nf = 0106624977, Systemstep: 0.000225684, Dloga: 0.00382033

Begin Step 96, Time: 0.0594139, Redshift: 15.8311, Nf = 0000000008, Systemstep: 0.000226548, Dloga: 0.00382033

Begin Step 97, Time: 0.0596413, Redshift: 15.7669, Nf = 0000089284, Systemstep: 0.000227415, Dloga: 0.00382033

Begin Step 98, Time: 0.0598696, Redshift: 15.703, Nf = 0000000017, Systemstep: 0.000228285, Dloga: 0.00382033

Begin Step 99, Time: 0.0600987, Redshift: 15.6393, Nf = 0134217728, Systemstep: 0.000229159, Dloga: 0.00382033

Begin Step 100, Time: 0.0603288, Redshift: 15.5758, Nf = 0000000018, Systemstep: 0.000230036, Dloga: 0.00382033

Begin Step 101, Time: 0.0605597, Redshift: 15.5126, Nf = 0000247038, Systemstep: 0.000230917, Dloga: 0.00382033

Begin Step 102, Time: 0.0607915, Redshift: 15.4497, Nf = 0000000018, Systemstep: 0.000231801, Dloga: 0.00382033

Begin Step 103, Time: 0.0610242, Redshift: 15.3869, Nf = 0110410987, Systemstep: 0.000232688, Dloga: 0.00382033

Begin Step 104, Time: 0.0612578, Redshift: 15.3245, Nf = 0000000026, Systemstep: 0.000233579, Dloga: 0.00382033

Begin Step 105, Time: 0.0614922, Redshift: 15.2622, Nf = 0000249369, Systemstep: 0.000234473, Dloga: 0.00382033

Begin Step 106, Time: 0.0617276, Redshift: 15.2002, Nf = 0000000028, Systemstep: 0.00023537, Dloga: 0.00382033

Begin Step 107, Time: 0.0619639, Redshift: 15.1384, Nf = 0133718249, Systemstep: 0.000236271, Dloga: 0.00382033

Begin Step 108, Time: 0.062201, Redshift: 15.0769, Nf = 0000000030, Systemstep: 0.000237175, Dloga: 0.00382033

Begin Step 109, Time: 0.0624391, Redshift: 15.0156, Nf = 0000251719, Systemstep: 0.000238083, Dloga: 0.00382033

Begin Step 110, Time: 0.0626781, Redshift: 14.9545, Nf = 0000000039, Systemstep: 0.000238995, Dloga: 0.00382033

Begin Step 111, Time: 0.062918, Redshift: 14.8937, Nf = 0110459238, Systemstep: 0.000239909, Dloga: 0.00382033

Begin Step 112, Time: 0.0631589, Redshift: 14.8331, Nf = 0000000051, Systemstep: 0.000240828, Dloga: 0.00382033

Begin Step 113, Time: 0.0634006, Redshift: 14.7727, Nf = 0000254261, Systemstep: 0.000241749, Dloga: 0.00382033

Begin Step 114, Time: 0.0636433, Redshift: 14.7126, Nf = 0000000072, Systemstep: 0.000242675, Dloga: 0.00382033

Begin Step 115, Time: 0.0638869, Redshift: 14.6527, Nf = 0134217728, Systemstep: 0.000243604, Dloga: 0.00382033

Begin Step 116, Time: 0.0641314, Redshift: 14.593, Nf = 0000000071, Systemstep: 0.000244536, Dloga: 0.00382033

Begin Step 117, Time: 0.0643769, Redshift: 14.5335, Nf = 0000598445, Systemstep: 0.000245472, Dloga: 0.00382033

Begin Step 118, Time: 0.0646233, Redshift: 14.4743, Nf = 0000000090, Systemstep: 0.000246412, Dloga: 0.00382033

Begin Step 119, Time: 0.0648707, Redshift: 14.4153, Nf = 0113793375, Systemstep: 0.000247355, Dloga: 0.00382033

Begin Step 120, Time: 0.065119, Redshift: 14.3565, Nf = 0000000126, Systemstep: 0.000248302, Dloga: 0.00382033

Begin Step 121, Time: 0.0653682, Redshift: 14.298, Nf = 0000603056, Systemstep: 0.000249252, Dloga: 0.00382033

Begin Step 122, Time: 0.0656184, Redshift: 14.2396, Nf = 0000000146, Systemstep: 0.000250206, Dloga: 0.00382033

Begin Step 123, Time: 0.0658696, Redshift: 14.1815, Nf = 0133801578, Systemstep: 0.000251164, Dloga: 0.00382033

Begin Step 124, Time: 0.0659955, Redshift: 14.1525, Nf = 0000000001, Systemstep: 0.000125942, Dloga: 0.00191017

Begin Step 125, Time: 0.0661217, Redshift: 14.1236, Nf = 0000000143, Systemstep: 0.000126183, Dloga: 0.00191017

Begin Step 126, Time: 0.0663748, Redshift: 14.066, Nf = 0000608178, Systemstep: 0.00025309, Dloga: 0.00382033

Begin Step 127, Time: 0.0665017, Redshift: 14.0372, Nf = 0000000004, Systemstep: 0.000126908, Dloga: 0.00191017

Begin Step 128, Time: 0.0666289, Redshift: 14.0085, Nf = 0000000174, Systemstep: 0.000127151, Dloga: 0.00191017

Begin Step 129, Time: 0.0667563, Redshift: 13.9799, Nf = 0000000005, Systemstep: 0.000127394, Dloga: 0.00191017

Begin Step 130, Time: 0.0668839, Redshift: 13.9513, Nf = 0113837889, Systemstep: 0.000127637, Dloga: 0.00191017

Begin Step 131, Time: 0.0670118, Redshift: 13.9228, Nf = 0000000007, Systemstep: 0.000127882, Dloga: 0.00191017

Begin Step 132, Time: 0.0671399, Redshift: 13.8943, Nf = 0000000225, Systemstep: 0.000128126, Dloga: 0.00191017

Begin Step 133, Time: 0.0672683, Redshift: 13.8659, Nf = 0000000009, Systemstep: 0.000128371, Dloga: 0.00191017

Begin Step 134, Time: 0.0673969, Redshift: 13.8375, Nf = 0000613513, Systemstep: 0.000128616, Dloga: 0.00191017

Begin Step 135, Time: 0.0675257, Redshift: 13.8092, Nf = 0000000010, Systemstep: 0.000128862, Dloga: 0.00191017

Begin Step 136, Time: 0.0676549, Redshift: 13.7809, Nf = 0000000256, Systemstep: 0.000129109, Dloga: 0.00191017

Begin Step 137, Time: 0.0677842, Redshift: 13.7527, Nf = 0000000009, Systemstep: 0.000129356, Dloga: 0.00191017

Begin Step 138, Time: 0.0679138, Redshift: 13.7245, Nf = 0134217728, Systemstep: 0.000129603, Dloga: 0.00191017

Begin Step 139, Time: 0.0680437, Redshift: 13.6964, Nf = 0000000009, Systemstep: 0.000129851, Dloga: 0.00191017

Begin Step 140, Time: 0.0681738, Redshift: 13.6684, Nf = 0000000324, Systemstep: 0.000130099, Dloga: 0.00191017

Begin Step 141, Time: 0.0683041, Redshift: 13.6404, Nf = 0000000010, Systemstep: 0.000130348, Dloga: 0.00191017

Begin Step 142, Time: 0.0684347, Redshift: 13.6125, Nf = 0001248901, Systemstep: 0.000130597, Dloga: 0.00191017

Begin Step 143, Time: 0.0685656, Redshift: 13.5846, Nf = 0000000009, Systemstep: 0.000130847, Dloga: 0.00191017

Begin Step 144, Time: 0.0686967, Redshift: 13.5568, Nf = 0000000396, Systemstep: 0.000131097, Dloga: 0.00191017

Begin Step 145, Time: 0.068828, Redshift: 13.529, Nf = 0000000007, Systemstep: 0.000131348, Dloga: 0.00191017

Begin Step 146, Time: 0.0689596, Redshift: 13.5012, Nf = 0116748549, Systemstep: 0.000131599, Dloga: 0.00191017

Begin Step 147, Time: 0.0690914, Redshift: 13.4736, Nf = 0000000007, Systemstep: 0.00013185, Dloga: 0.00191017

Begin Step 148, Time: 0.0692236, Redshift: 13.446, Nf = 0000000462, Systemstep: 0.000132102, Dloga: 0.00191017

Begin Step 149, Time: 0.0693559, Redshift: 13.4184, Nf = 0000000003, Systemstep: 0.000132355, Dloga: 0.00191017

Begin Step 150, Time: 0.0694885, Redshift: 13.3909, Nf = 0001257791, Systemstep: 0.000132608, Dloga: 0.00191017

Begin Step 151, Time: 0.0697545, Redshift: 13.336, Nf = 0000000531, Systemstep: 0.000265977, Dloga: 0.00382033

Begin Step 152, Time: 0.0700215, Redshift: 13.2813, Nf = 0133871330, Systemstep: 0.000266995, Dloga: 0.00382033

Begin Step 153, Time: 0.0702895, Redshift: 13.2269, Nf = 0000000619, Systemstep: 0.000268017, Dloga: 0.00382033

Begin Step 154, Time: 0.0704239, Redshift: 13.1997, Nf = 0000000001, Systemstep: 0.000134393, Dloga: 0.00191017

Begin Step 155, Time: 0.0705585, Redshift: 13.1726, Nf = 0001267713, Systemstep: 0.00013465, Dloga: 0.00191017

Begin Step 156, Time: 0.0706935, Redshift: 13.1456, Nf = 0000000001, Systemstep: 0.000134907, Dloga: 0.00191017

Begin Step 157, Time: 0.0708286, Redshift: 13.1186, Nf = 0000000694, Systemstep: 0.000135165, Dloga: 0.00191017

Begin Step 158, Time: 0.070964, Redshift: 13.0916, Nf = 0000000001, Systemstep: 0.000135424, Dloga: 0.00191017

Begin Step 159, Time: 0.0710997, Redshift: 13.0648, Nf = 0116790476, Systemstep: 0.000135683, Dloga: 0.00191017

Begin Step 160, Time: 0.0713719, Redshift: 13.0111, Nf = 0000000823, Systemstep: 0.000272144, Dloga: 0.00382033

Begin Step 161, Time: 0.0716451, Redshift: 12.9577, Nf = 0001278341, Systemstep: 0.000273186, Dloga: 0.00382033

Begin Step 162, Time: 0.0719193, Redshift: 12.9045, Nf = 0000000972, Systemstep: 0.000274232, Dloga: 0.00382033

Begin Step 163, Time: 0.0721946, Redshift: 12.8515, Nf = 0134217728, Systemstep: 0.000275281, Dloga: 0.00382033

Begin Step 164, Time: 0.0724709, Redshift: 12.7986, Nf = 0000001142, Systemstep: 0.000276335, Dloga: 0.00382033

Begin Step 165, Time: 0.0727483, Redshift: 12.746, Nf = 0002371275, Systemstep: 0.000277393, Dloga: 0.00382033

Begin Step 166, Time: 0.0730268, Redshift: 12.6936, Nf = 0000001334, Systemstep: 0.000278454, Dloga: 0.00382033

Begin Step 167, Time: 0.0733063, Redshift: 12.6414, Nf = 0119319049, Systemstep: 0.00027952, Dloga: 0.00382033

Begin Step 168, Time: 0.0735869, Redshift: 12.5894, Nf = 0000001570, Systemstep: 0.00028059, Dloga: 0.00382033

Begin Step 169, Time: 0.0738685, Redshift: 12.5376, Nf = 0002387929, Systemstep: 0.000281664, Dloga: 0.00382033

Begin Step 170, Time: 0.0741513, Redshift: 12.4859, Nf = 0000001850, Systemstep: 0.000282742, Dloga: 0.00382033

Begin Step 171, Time: 0.0744351, Redshift: 12.4345, Nf = 0133929117, Systemstep: 0.000283824, Dloga: 0.00382033

Begin Step 172, Time: 0.07472, Redshift: 12.3833, Nf = 0000002094, Systemstep: 0.000284911, Dloga: 0.00382033

Begin Step 173, Time: 0.075006, Redshift: 12.3323, Nf = 0002406297, Systemstep: 0.000286001, Dloga: 0.00382033

Begin Step 174, Time: 0.0752931, Redshift: 12.2814, Nf = 0000002531, Systemstep: 0.000287096, Dloga: 0.00382033

Begin Step 175, Time: 0.0755813, Redshift: 12.2308, Nf = 0119358078, Systemstep: 0.000288195, Dloga: 0.00382033

Begin Step 176, Time: 0.0758706, Redshift: 12.1803, Nf = 0000002933, Systemstep: 0.000289298, Dloga: 0.00382033

Begin Step 177, Time: 0.076161, Redshift: 12.1301, Nf = 0002426583, Systemstep: 0.000290405, Dloga: 0.00382033

Begin Step 178, Time: 0.0764525, Redshift: 12.08, Nf = 0000003350, Systemstep: 0.000291517, Dloga: 0.00382033

Begin Step 179, Time: 0.0767451, Redshift: 12.0301, Nf = 0134217728, Systemstep: 0.000292633, Dloga: 0.00382033

Begin Step 180, Time: 0.0768919, Redshift: 12.0053, Nf = 0000000001, Systemstep: 0.000146736, Dloga: 0.00191017

Begin Step 181, Time: 0.0770389, Redshift: 11.9805, Nf = 0000003858, Systemstep: 0.000147017, Dloga: 0.00191017

Begin Step 182, Time: 0.0771862, Redshift: 11.9557, Nf = 0000000001, Systemstep: 0.000147298, Dloga: 0.00191017

Begin Step 183, Time: 0.0773338, Redshift: 11.931, Nf = 0004185194, Systemstep: 0.000147579, Dloga: 0.00191017

Begin Step 184, Time: 0.0774816, Redshift: 11.9063, Nf = 0000000001, Systemstep: 0.000147862, Dloga: 0.00191017

Begin Step 185, Time: 0.0776298, Redshift: 11.8817, Nf = 0000004353, Systemstep: 0.000148144, Dloga: 0.00191017

Begin Step 186, Time: 0.0779269, Redshift: 11.8325, Nf = 0121548743, Systemstep: 0.000297139, Dloga: 0.00382033

Begin Step 187, Time: 0.0782252, Redshift: 11.7836, Nf = 0000004933, Systemstep: 0.000298276, Dloga: 0.00382033

Begin Step 188, Time: 0.0785246, Redshift: 11.7349, Nf = 0004213578, Systemstep: 0.000299418, Dloga: 0.00382033

Begin Step 189, Time: 0.0788252, Redshift: 11.6863, Nf = 0000005666, Systemstep: 0.000300564, Dloga: 0.00382033

Begin Step 190, Time: 0.0791269, Redshift: 11.6379, Nf = 0133977681, Systemstep: 0.000301715, Dloga: 0.00382033

Begin Step 191, Time: 0.0794298, Redshift: 11.5897, Nf = 0000006250, Systemstep: 0.000302869, Dloga: 0.00382033

Begin Step 192, Time: 0.0797338, Redshift: 11.5417, Nf = 0004245562, Systemstep: 0.000304029, Dloga: 0.00382033

Begin Step 193, Time: 0.080039, Redshift: 11.4939, Nf = 0000007013, Systemstep: 0.000305192, Dloga: 0.00382033

Begin Step 194, Time: 0.0803453, Redshift: 11.4463, Nf = 0121586118, Systemstep: 0.000306361, Dloga: 0.00382033

Begin Step 195, Time: 0.0806529, Redshift: 11.3988, Nf = 0000008134, Systemstep: 0.000307533, Dloga: 0.00382033

Begin Step 196, Time: 0.0809616, Redshift: 11.3515, Nf = 0004280082, Systemstep: 0.00030871, Dloga: 0.00382033

Begin Step 197, Time: 0.0812715, Redshift: 11.3044, Nf = 0000009129, Systemstep: 0.000309892, Dloga: 0.00382033

Begin Step 198, Time: 0.0814269, Redshift: 11.281, Nf = 0000000001, Systemstep: 0.000155391, Dloga: 0.00191017

Begin Step 199, Time: 0.0815826, Redshift: 11.2575, Nf = 0134217728, Systemstep: 0.000155688, Dloga: 0.00191017

Begin Step 200, Time: 0.0818948, Redshift: 11.2108, Nf = 0000010168, Systemstep: 0.000312269, Dloga: 0.00382033

Begin Step 201, Time: 0.0820514, Redshift: 11.1875, Nf = 0000000005, Systemstep: 0.000156582, Dloga: 0.00191017

Begin Step 202, Time: 0.0822083, Redshift: 11.1642, Nf = 0006843092, Systemstep: 0.000156882, Dloga: 0.00191017

Begin Step 203, Time: 0.0823655, Redshift: 11.141, Nf = 0000000003, Systemstep: 0.000157182, Dloga: 0.00191017

Begin Step 204, Time: 0.082523, Redshift: 11.1178, Nf = 0000011653, Systemstep: 0.000157482, Dloga: 0.00191017

Begin Step 205, Time: 0.0826807, Redshift: 11.0947, Nf = 0000000001, Systemstep: 0.000157783, Dloga: 0.00191017

Begin Step 206, Time: 0.0828388, Redshift: 11.0716, Nf = 0123470358, Systemstep: 0.000158085, Dloga: 0.00191017

Begin Step 207, Time: 0.0829972, Redshift: 11.0486, Nf = 0000000001, Systemstep: 0.000158387, Dloga: 0.00191017

Begin Step 208, Time: 0.0831559, Redshift: 11.0256, Nf = 0000013175, Systemstep: 0.00015869, Dloga: 0.00191017

Begin Step 209, Time: 0.0833149, Redshift: 11.0027, Nf = 0000000002, Systemstep: 0.000158994, Dloga: 0.00191017

Begin Step 210, Time: 0.0834742, Redshift: 10.9798, Nf = 0006889711, Systemstep: 0.000159298, Dloga: 0.00191017

Begin Step 211, Time: 0.0836338, Redshift: 10.9569, Nf = 0000000001, Systemstep: 0.000159602, Dloga: 0.00191017

Begin Step 212, Time: 0.0837937, Redshift: 10.9341, Nf = 0000014550, Systemstep: 0.000159907, Dloga: 0.00191017

Begin Step 213, Time: 0.0839539, Redshift: 10.9113, Nf = 0000000001, Systemstep: 0.000160213, Dloga: 0.00191017

Begin Step 214, Time: 0.0841144, Redshift: 10.8886, Nf = 0134018136, Systemstep: 0.000160519, Dloga: 0.00191017

